customer_id,age_category,income_category,loan_amount_category,loan_period_category,payment_failure_history,credit_rating,late_payment_last_month,inflation_rate,loan_interest_rate
1643,3,3,3,2,0,5,1,1.95%,5.50%
1644,1,3,3,3,0,3,1,1.95%,5.50%
1645,3,3,3,3,0,2,1,1.95%,5.50%
1646,3,3,2,3,0,1,0,1.95%,5.50%
1647,2,2,3,1,0,3,1,1.95%,5.50%
1648,4,3,3,2,0,2,1,1.95%,5.50%
1649,3,2,3,2,0,3,1,1.95%,5.50%
1650,2,3,2,2,0,2,1,1.95%,5.50%
1651,4,3,2,3,0,2,1,1.95%,5.50%
1652,2,3,2,3,0,2,1,1.95%,5.50%
1653,2,2,3,2,0,3,1,1.95%,5.50%
1654,3,3,3,3,0,5,1,1.95%,5.50%
1655,2,3,3,3,0,3,1,1.95%,5.50%
1656,2,2,2,2,0,3,1,1.95%,5.50%
1657,2,3,3,2,0,4,1,1.95%,5.50%
1658,3,2,2,3,0,5,1,1.95%,5.50%
1659,3,3,3,3,0,5,1,1.95%,5.50%
1660,3,3,3,2,0,2,1,1.95%,5.50%
1661,2,3,3,2,0,3,1,1.95%,5.50%
1662,2,3,2,3,0,2,1,1.95%,5.50%
1663,1,3,2,2,0,2,1,1.95%,5.50%
1664,1,1,3,3,0,5,1,1.95%,5.50%
1665,2,1,2,3,0,4,1,1.95%,5.50%
1666,2,3,2,3,0,3,1,1.95%,5.50%
1667,2,3,3,2,0,5,1,1.95%,5.50%
1668,3,3,3,2,0,4,1,1.95%,5.50%
1669,3,1,2,2,0,5,1,1.95%,5.50%
1670,4,3,3,3,0,3,1,1.95%,5.50%
1671,4,3,3,3,0,3,1,1.95%,5.50%
1672,3,3,2,3,0,3,1,1.95%,5.50%
1673,4,3,2,3,0,5,1,1.95%,5.50%
1674,2,2,3,1,0,3,1,1.95%,5.50%
1675,2,3,2,2,1,2,1,1.95%,5.50%
1676,4,3,3,3,0,3,1,1.95%,5.50%
1677,1,2,3,2,1,5,1,1.95%,5.50%
1678,1,3,2,3,0,3,1,1.95%,5.50%
1679,2,3,2,2,0,3,1,1.95%,5.50%
1680,3,1,3,3,0,3,1,1.95%,5.50%
1681,3,3,2,3,1,2,1,1.95%,5.50%
1682,2,3,3,2,0,1,0,1.95%,5.50%
1683,2,3,3,1,0,3,1,1.95%,5.50%
1684,3,1,2,3,0,4,1,1.95%,5.50%
1685,3,3,2,2,0,2,1,1.95%,5.50%
1686,3,3,3,2,0,4,1,1.95%,5.50%
1687,2,2,2,2,0,4,1,1.95%,5.50%
1688,3,3,3,3,0,4,1,1.95%,5.50%
1689,3,3,2,3,0,2,1,1.95%,5.50%
1690,1,3,2,2,0,4,1,1.95%,5.50%
1691,3,2,3,3,0,5,1,1.95%,5.50%
1692,3,2,2,1,0,1,0,1.95%,5.50%
1693,3,3,2,2,0,3,1,1.95%,5.50%
1694,1,3,3,2,0,4,1,1.95%,5.50%
1695,3,3,3,3,0,1,0,1.95%,5.50%
1696,3,2,3,2,0,5,1,1.95%,5.50%
1697,1,3,2,1,1,4,1,1.95%,5.50%
1698,3,3,2,3,0,1,0,1.95%,5.50%
1699,2,3,3,3,0,2,1,1.95%,5.50%
1700,2,3,2,2,0,5,1,1.95%,5.50%
1701,2,2,3,2,1,2,1,1.95%,5.50%
1702,1,3,1,1,0,3,1,1.95%,5.50%
1703,2,3,3,3,0,1,0,1.95%,5.50%
1704,1,3,3,2,1,5,1,1.95%,5.50%
1705,3,2,2,3,1,3,1,1.95%,5.50%
1706,3,2,3,2,0,4,1,1.95%,5.50%
1707,3,3,2,3,0,1,0,1.95%,5.50%
1708,2,3,3,2,0,3,1,1.95%,5.50%
1709,3,2,2,3,1,2,1,1.95%,5.50%
1710,2,2,2,2,1,4,1,1.95%,5.50%
1711,3,2,3,2,1,3,1,1.95%,5.50%
1712,2,3,3,2,0,3,1,1.95%,5.50%
1713,3,3,3,2,0,2,1,1.95%,5.50%
1714,1,3,3,2,0,3,1,1.95%,5.50%
1715,1,3,3,2,0,5,1,1.95%,5.50%
1716,3,3,2,3,1,2,1,1.95%,5.50%
1717,4,3,3,2,0,1,0,1.95%,5.50%
1718,1,2,3,3,0,4,1,1.95%,5.50%
1719,2,1,3,2,0,4,1,1.95%,5.50%
1720,2,2,3,2,0,3,1,1.95%,5.50%
1721,3,1,2,1,1,5,1,1.95%,5.50%
1722,2,2,3,3,0,2,1,1.95%,5.50%
1723,3,1,2,3,0,3,1,1.95%,5.50%
1724,2,2,2,2,1,4,1,1.95%,5.50%
1725,2,3,3,2,0,5,1,1.95%,5.50%
1726,3,2,2,3,0,2,1,1.95%,5.50%
1727,1,2,3,2,0,5,1,1.95%,5.50%
1728,3,1,3,3,1,5,1,1.95%,5.50%
1729,3,3,3,3,0,3,1,1.95%,5.50%
1730,3,3,2,3,0,4,1,1.95%,5.50%
1731,3,2,2,2,1,2,1,1.95%,5.50%
1732,2,3,2,2,0,2,1,1.95%,5.50%
1733,3,3,3,3,0,1,0,1.95%,5.50%
1734,3,3,1,3,1,5,1,1.95%,5.50%
1735,2,2,2,3,0,2,1,1.95%,5.50%
1736,3,3,3,2,0,3,1,1.95%,5.50%
1737,1,3,3,2,0,4,1,1.95%,5.50%
1738,3,2,3,3,1,4,1,1.95%,5.50%
1739,3,3,3,3,0,2,1,1.95%,5.50%
1740,2,3,3,2,0,4,1,1.95%,5.50%
1741,2,2,2,3,0,2,1,1.95%,5.50%
1742,2,3,2,2,0,2,1,1.95%,5.50%
1743,3,2,1,2,0,3,1,1.95%,5.50%
1744,1,3,2,2,0,3,1,1.95%,5.50%
1745,2,3,2,2,0,1,0,1.95%,5.50%
1746,3,2,2,3,0,2,1,1.95%,5.50%
1747,2,2,2,3,0,5,1,1.95%,5.50%
1748,3,3,3,3,0,2,1,1.95%,5.50%
1749,3,3,2,2,0,2,1,1.95%,5.50%
1750,3,3,3,2,0,1,0,1.95%,5.50%
1751,3,3,2,2,1,3,1,1.95%,5.50%
1752,2,2,3,2,0,3,1,1.95%,5.50%
1753,1,2,3,3,0,5,1,1.95%,5.50%
1754,3,3,2,3,0,5,1,1.95%,5.50%
1755,3,3,3,3,0,2,1,1.95%,5.50%
1756,4,2,2,3,0,1,0,1.95%,5.50%
1757,2,1,3,2,0,5,1,1.95%,5.50%
1758,2,1,2,2,0,4,1,1.95%,5.50%
1759,3,1,3,2,0,3,1,1.95%,5.50%
1760,3,3,3,3,0,2,1,1.95%,5.50%
1761,3,3,2,2,1,2,1,1.95%,5.50%
1762,2,3,2,2,0,4,1,1.95%,5.50%
1763,2,2,3,3,0,2,1,1.95%,5.50%
1764,1,2,2,2,0,3,1,1.95%,5.50%
1765,4,3,2,2,0,2,1,1.95%,5.50%
1766,3,1,3,3,1,1,0,1.95%,5.50%
1767,3,2,2,2,0,2,1,1.95%,5.50%
1768,1,2,3,3,1,4,1,1.95%,5.50%
1769,3,2,3,2,0,5,1,1.95%,5.50%
1770,3,3,2,3,1,4,1,1.95%,5.50%
1771,3,2,2,3,0,3,1,1.95%,5.50%
1772,3,2,3,3,0,4,1,1.95%,5.50%
1773,2,3,3,2,0,5,1,1.95%,5.50%
1774,3,2,3,3,0,1,0,1.95%,5.50%
1775,2,3,3,3,1,2,1,1.95%,5.50%
1776,2,3,3,3,0,5,1,1.95%,5.50%
1777,2,2,2,2,0,4,1,1.95%,5.50%
1778,4,3,3,2,0,4,1,1.95%,5.50%
1779,1,3,3,2,1,5,1,1.95%,5.50%
1780,1,1,3,3,0,2,1,1.95%,5.50%
1781,2,3,1,2,1,1,0,1.95%,5.50%
1782,2,1,3,2,0,4,1,1.95%,5.50%
1783,2,3,2,3,0,2,1,1.95%,5.50%
1784,2,2,3,2,0,2,1,1.95%,5.50%
1785,3,3,3,2,0,1,0,1.95%,5.50%
1786,3,3,3,2,1,5,1,1.95%,5.50%
1787,4,2,3,3,0,3,1,1.95%,5.50%
1788,2,2,1,2,0,4,1,1.95%,5.50%
1789,3,3,2,3,0,4,1,1.95%,5.50%
1790,2,2,2,2,0,4,1,1.95%,5.50%
1791,3,1,2,1,1,3,1,1.95%,5.50%
1792,1,3,3,3,0,1,0,1.95%,5.50%
1793,2,3,2,3,0,5,1,1.95%,5.50%
1794,3,2,2,2,0,3,1,1.95%,5.50%
1795,3,3,2,2,0,3,1,1.95%,5.50%
1796,2,2,2,3,0,4,1,1.95%,5.50%
1797,4,3,3,3,0,2,1,1.95%,5.50%
1798,3,1,2,3,0,3,1,1.95%,5.50%
1799,4,3,3,2,0,4,1,1.95%,5.50%
1800,3,3,2,1,0,3,1,1.95%,5.50%
1801,3,3,3,3,1,2,1,1.95%,5.50%
1802,1,2,3,2,0,1,0,1.95%,5.50%
1803,2,1,1,2,0,2,1,1.95%,5.50%
1804,3,3,3,3,0,2,1,1.95%,5.50%
1805,1,2,3,2,0,4,1,1.95%,5.50%
1806,3,2,3,3,0,4,1,1.95%,5.50%
1807,3,3,2,3,0,3,1,1.95%,5.50%
1808,3,2,1,3,0,5,1,1.95%,5.50%
1809,3,3,2,2,0,4,1,1.95%,5.50%
1810,2,1,2,3,0,4,1,1.95%,5.50%
1811,3,3,3,3,1,4,1,1.95%,5.50%
1812,3,3,3,3,1,3,1,1.95%,5.50%
1813,2,3,2,2,0,2,1,1.95%,5.50%
1814,2,2,2,2,0,5,1,1.95%,5.50%
1815,3,3,3,2,0,2,1,1.95%,5.50%
1816,2,3,3,3,0,5,1,1.95%,5.50%
1817,3,2,2,3,0,1,0,1.95%,5.50%
1818,1,3,2,2,0,4,1,1.95%,5.50%
1819,2,1,1,2,0,2,1,1.95%,5.50%
1820,3,2,3,2,0,4,1,1.95%,5.50%
1821,1,2,2,3,0,2,1,1.95%,5.50%
1822,1,3,3,3,0,4,1,1.95%,5.50%
1823,1,3,3,3,0,1,0,1.95%,5.50%
1824,2,3,3,2,0,4,1,1.95%,5.50%
1825,3,3,3,3,0,3,1,1.95%,5.50%
1826,2,2,3,3,0,1,0,1.95%,5.50%
1827,2,3,2,3,0,5,1,1.95%,5.50%
1828,3,3,2,3,0,4,1,1.95%,5.50%
1829,2,2,2,1,0,4,1,1.95%,5.50%
1830,3,3,2,2,0,3,1,1.95%,5.50%
1831,2,3,3,2,0,5,1,1.95%,5.50%
1832,3,2,3,3,1,1,0,1.95%,5.50%
1833,3,3,3,2,0,1,0,1.95%,5.50%
1834,2,3,2,2,0,5,1,1.95%,5.50%
1835,3,1,2,2,1,2,1,1.95%,5.50%
1836,2,3,2,3,1,4,1,1.95%,5.50%
1837,3,3,2,3,1,1,0,1.95%,5.50%
1838,2,3,2,3,0,4,1,1.95%,5.50%
1839,3,3,3,2,0,1,0,1.95%,5.50%
1840,2,3,2,3,1,5,1,1.95%,5.50%
1841,3,3,3,3,1,5,1,1.95%,5.50%
1842,3,1,3,2,0,4,1,1.95%,5.50%
1843,2,2,2,2,0,1,0,1.95%,5.50%
1844,3,3,2,2,0,4,1,1.95%,5.50%
1845,2,3,3,3,0,4,1,1.95%,5.50%
1846,3,3,3,3,0,3,1,1.95%,5.50%
1847,3,3,2,3,0,3,1,1.95%,5.50%
1848,1,2,3,2,0,5,1,1.95%,5.50%
1849,1,2,3,2,0,1,0,1.95%,5.50%
1850,3,3,3,3,0,5,1,1.95%,5.50%
1851,1,3,2,3,0,3,1,1.95%,5.50%
1852,1,3,2,2,0,5,1,1.95%,5.50%
1853,3,3,2,2,0,2,1,1.95%,5.50%
1854,2,2,3,3,0,1,0,1.95%,5.50%
1855,2,3,3,3,0,5,1,1.95%,5.50%
1856,2,2,3,3,0,4,1,1.95%,5.50%
1857,3,3,3,3,0,4,1,1.95%,5.50%
1858,3,2,2,3,0,3,1,1.95%,5.50%
1859,3,3,3,2,1,3,1,1.95%,5.50%
1860,3,3,2,3,0,4,1,1.95%,5.50%
1861,3,3,3,2,0,4,1,1.95%,5.50%
1862,3,2,3,2,0,1,0,1.95%,5.50%
1863,3,2,2,2,1,5,1,1.95%,5.50%
1864,3,2,3,3,0,5,1,1.95%,5.50%
1865,4,3,2,3,0,3,1,1.95%,5.50%
1866,3,3,3,2,0,5,1,1.95%,5.50%
1867,2,1,2,3,0,2,1,1.95%,5.50%
1868,3,3,2,3,0,1,0,1.95%,5.50%
1869,3,1,2,2,1,3,1,1.95%,5.50%
1870,3,3,2,3,0,2,1,1.95%,5.50%
1871,3,3,3,2,0,2,1,1.95%,5.50%
1872,4,2,2,2,0,3,1,1.95%,5.50%
1873,3,2,3,3,0,1,0,1.95%,5.50%
1874,3,2,3,2,0,5,1,1.95%,5.50%
1875,3,2,3,2,0,5,1,1.95%,5.50%
1876,3,3,2,2,0,5,1,1.95%,5.50%
1877,2,3,3,2,1,4,1,1.95%,5.50%
1878,3,2,3,2,0,1,0,1.95%,5.50%
1879,3,3,2,3,0,3,1,1.95%,5.50%
1880,3,2,3,2,0,5,1,1.95%,5.50%
1881,3,3,3,2,0,5,1,1.95%,5.50%
1882,2,3,3,2,0,1,0,1.95%,5.50%
1883,1,3,2,2,0,5,1,1.95%,5.50%
1884,1,3,2,2,0,2,1,1.95%,5.50%
1885,1,3,3,3,0,5,1,1.95%,5.50%
1886,3,2,2,2,0,2,1,1.95%,5.50%
1887,2,3,3,1,0,4,1,1.95%,5.50%
1888,2,1,3,2,0,1,0,1.95%,5.50%
1889,3,3,3,3,0,3,1,1.95%,5.50%
1890,2,3,2,2,0,4,1,1.95%,5.50%
1891,3,3,3,3,1,5,1,1.95%,5.50%
1892,3,3,2,2,0,5,1,1.95%,5.50%
1893,1,1,2,3,0,2,1,1.95%,5.50%
1894,4,3,3,2,0,4,1,1.95%,5.50%
1895,2,3,2,3,0,5,1,1.95%,5.50%
1896,3,3,2,3,0,5,1,1.95%,5.50%
1897,2,3,2,2,0,4,1,1.95%,5.50%
1898,2,3,2,2,0,4,1,1.95%,5.50%
1899,3,3,3,3,1,1,0,1.95%,5.50%
1900,1,2,1,2,0,5,1,1.95%,5.50%
1901,3,3,3,2,1,1,0,1.95%,5.50%
1902,2,3,3,2,0,2,1,1.95%,5.50%
1903,2,3,3,3,0,3,1,1.95%,5.50%
1904,2,3,3,3,0,2,1,1.95%,5.50%
1905,3,3,3,3,0,5,1,1.95%,5.50%
1906,3,3,3,3,0,4,1,1.95%,5.50%
1907,2,2,3,3,0,2,1,1.95%,5.50%
1908,1,3,2,3,1,5,1,1.95%,5.50%
1909,3,3,3,2,0,2,1,1.95%,5.50%
1910,1,2,3,2,0,3,1,1.95%,5.50%
1911,2,2,2,3,0,1,0,1.95%,5.50%
1912,3,3,2,2,0,2,1,1.95%,5.50%
1913,3,2,2,3,1,5,1,1.95%,5.50%
1914,2,3,3,2,1,2,1,1.95%,5.50%
1915,3,1,2,3,0,3,1,1.95%,5.50%
1916,3,3,2,2,0,4,1,1.95%,5.50%
1917,4,3,3,1,1,1,0,1.95%,5.50%
1918,1,3,3,2,0,1,0,1.95%,5.50%
1919,1,1,3,2,0,2,1,1.95%,5.50%
1920,2,3,2,3,0,3,1,1.95%,5.50%
1921,3,3,2,2,1,4,1,1.95%,5.50%
1922,3,3,2,3,0,5,1,1.95%,5.50%
1923,2,2,1,3,0,5,1,1.95%,5.50%
1924,1,2,3,2,1,1,0,1.95%,5.50%
1925,4,2,3,3,1,4,1,1.95%,5.50%
1926,3,3,2,2,1,4,1,1.95%,5.50%
1927,3,3,3,3,0,2,1,1.95%,5.50%
1928,1,3,2,3,0,2,1,1.95%,5.50%
1929,1,2,3,2,0,1,0,1.95%,5.50%
1930,3,3,3,2,0,2,1,1.95%,5.50%
1931,1,2,3,2,1,5,1,1.95%,5.50%
1932,3,3,3,3,0,3,1,1.95%,5.50%
1933,3,3,2,3,0,1,0,1.95%,5.50%
1934,1,3,3,2,0,3,1,1.95%,5.50%
1935,3,2,1,3,0,1,0,1.95%,5.50%
1936,2,3,3,2,1,2,1,1.95%,5.50%
1937,2,3,1,3,0,2,1,1.95%,5.50%
1938,3,3,3,3,0,3,1,1.95%,5.50%
1939,2,1,2,2,0,3,1,1.95%,5.50%
1940,3,3,2,3,1,3,1,1.95%,5.50%
1941,3,1,3,1,0,3,1,1.95%,5.50%
1942,4,3,3,2,0,4,1,1.95%,5.50%
1943,3,3,2,3,0,5,1,1.95%,5.50%
1944,3,2,3,2,0,3,1,1.95%,5.50%
1945,2,3,3,2,0,1,0,1.95%,5.50%
1946,4,3,2,3,0,2,1,1.95%,5.50%
1947,2,3,3,2,0,5,1,1.95%,5.50%
1948,1,3,2,3,0,4,1,1.95%,5.50%
1949,4,3,2,2,0,3,1,1.95%,5.50%
1950,3,3,3,2,0,4,1,1.95%,5.50%
1951,2,2,2,2,0,5,1,1.95%,5.50%
1952,3,3,2,3,0,1,0,1.95%,5.50%
1953,3,2,3,2,0,5,1,1.95%,5.50%
1954,2,2,3,2,0,5,1,1.95%,5.50%
1955,3,2,2,2,0,5,1,1.95%,5.50%
1956,3,2,3,3,0,1,0,1.95%,5.50%
1957,2,2,3,2,0,2,1,1.95%,5.50%
1958,3,2,3,2,0,5,1,1.95%,5.50%
1959,3,3,2,3,1,4,1,1.95%,5.50%
1960,3,3,2,2,1,3,1,1.95%,5.50%
1961,3,2,3,3,1,4,1,1.95%,5.50%
1962,3,3,3,2,0,5,1,1.95%,5.50%
1963,3,2,2,2,0,5,1,1.95%,5.50%
1964,3,3,2,3,1,2,1,1.95%,5.50%
1965,3,2,2,2,0,3,1,1.95%,5.50%
1966,3,3,2,3,1,5,1,1.95%,5.50%
1967,1,1,2,3,1,3,1,1.95%,5.50%
1968,2,3,2,3,0,5,1,1.95%,5.50%
1969,3,2,2,2,0,3,1,1.95%,5.50%
1970,4,3,2,3,0,4,1,1.95%,5.50%
1971,2,3,3,2,0,4,1,1.95%,5.50%
1972,4,2,2,2,0,1,0,1.95%,5.50%
1973,3,3,2,2,1,1,0,1.95%,5.50%
1974,3,2,3,2,1,4,1,1.95%,5.50%
1975,3,1,2,2,0,5,1,1.95%,5.50%
1976,2,3,3,3,0,2,1,1.95%,5.50%
1977,4,3,3,2,0,5,1,1.95%,5.50%
1978,2,3,2,2,0,1,0,1.95%,5.50%
1979,1,3,2,3,0,2,1,1.95%,5.50%
1980,1,3,3,2,1,2,1,1.95%,5.50%
1981,2,2,3,2,0,1,0,1.95%,5.50%
1982,3,3,2,2,0,2,1,1.95%,5.50%
1983,3,2,3,2,0,5,1,1.95%,5.50%
1984,3,3,3,3,0,5,1,1.95%,5.50%
1985,1,3,2,3,0,3,1,1.95%,5.50%
1986,3,2,3,2,0,1,0,1.95%,5.50%
1987,3,2,3,2,0,5,1,1.95%,5.50%
1988,4,3,1,3,0,2,1,1.95%,5.50%
1989,3,3,2,3,0,3,1,1.95%,5.50%
1990,4,3,3,3,0,1,0,1.95%,5.50%
1991,3,3,2,2,1,3,1,1.95%,5.50%
1992,3,3,3,3,0,5,1,1.95%,5.50%
1993,4,3,2,3,0,1,0,1.95%,5.50%
1994,2,2,2,3,0,5,1,1.95%,5.50%
1995,3,3,2,2,1,2,1,1.95%,5.50%
1996,3,3,2,3,0,3,1,1.95%,5.50%
1997,1,3,2,3,0,1,0,1.95%,5.50%
1998,2,3,3,3,0,5,1,1.95%,5.50%
1999,3,3,3,3,0,2,1,1.95%,5.50%
2000,2,2,2,3,0,3,1,1.95%,5.50%
2001,1,3,3,2,0,1,0,1.95%,5.50%
2002,3,1,1,3,0,5,1,1.95%,5.50%
2003,2,1,2,3,1,2,1,1.95%,5.50%
2004,3,2,2,3,1,5,1,1.95%,5.50%
2005,4,2,1,2,0,4,1,1.95%,5.50%
2006,3,1,2,2,0,4,1,1.95%,5.50%
2007,3,3,2,3,0,1,0,1.95%,5.50%
2008,3,3,3,3,0,5,1,1.95%,5.50%
2009,3,2,3,2,0,3,1,1.95%,5.50%
2010,1,3,3,3,1,3,1,1.95%,5.50%
2011,4,2,2,3,0,2,1,1.95%,5.50%
2012,4,3,2,3,0,1,0,1.95%,5.50%
2013,2,2,3,2,0,2,1,1.95%,5.50%
2014,1,3,3,3,0,4,1,1.95%,5.50%
2015,2,3,3,3,0,2,1,1.95%,5.50%
2016,3,3,2,3,0,1,0,1.95%,5.50%
2017,2,2,3,3,0,5,1,1.95%,5.50%
2018,4,3,2,3,0,1,0,1.95%,5.50%
2019,3,2,3,3,0,5,1,1.95%,5.50%
2020,3,3,1,2,0,3,1,1.95%,5.50%
2021,3,3,1,3,0,5,1,1.95%,5.50%
2022,3,3,2,1,0,1,0,1.95%,5.50%
2023,3,3,2,2,1,4,1,1.95%,5.50%
2024,3,3,3,3,0,2,1,1.95%,5.50%
2025,4,3,2,2,0,5,1,1.95%,5.50%
2026,2,3,1,2,0,2,1,1.95%,5.50%
2027,3,3,1,3,0,5,1,1.95%,5.50%
2028,3,3,2,3,0,4,1,1.95%,5.50%
2029,1,3,3,2,0,5,1,1.95%,5.50%
2030,3,3,2,3,1,3,1,1.95%,5.50%
2031,3,3,2,3,0,4,1,1.95%,5.50%
2032,2,3,3,2,0,1,0,1.95%,5.50%
2033,3,3,3,2,0,3,1,1.95%,5.50%
2034,1,3,3,3,0,5,1,1.95%,5.50%
2035,2,3,2,3,1,4,1,1.95%,5.50%
2036,2,3,3,2,1,4,1,1.95%,5.50%
2037,1,3,3,2,1,5,1,1.95%,5.50%
2038,1,3,3,3,1,1,0,1.95%,5.50%
2039,2,3,3,2,0,5,1,1.95%,5.50%
2040,3,2,3,3,0,5,1,1.95%,5.50%
2041,3,2,3,2,0,4,1,1.95%,5.50%
2042,3,3,2,3,0,2,1,1.95%,5.50%
2043,3,3,3,2,1,5,1,1.95%,5.50%
2044,3,3,2,2,0,4,1,1.95%,5.50%
2045,3,1,3,2,1,2,1,1.95%,5.50%
2046,2,3,3,2,0,5,1,1.95%,5.50%
2047,1,3,3,2,0,5,1,1.95%,5.50%
2048,3,2,2,3,0,1,0,1.95%,5.50%
2049,4,3,3,3,0,3,1,1.95%,5.50%
2050,3,1,2,3,0,3,1,1.95%,5.50%
2051,3,3,2,2,0,1,0,1.95%,5.50%
2052,3,3,2,3,0,4,1,1.95%,5.50%
2053,3,2,3,3,0,4,1,1.95%,5.50%
2054,3,2,3,2,0,3,1,1.95%,5.50%
2055,2,2,3,3,1,5,1,1.95%,5.50%
2056,1,3,2,3,0,2,1,1.95%,5.50%
2057,3,3,3,2,0,3,1,1.95%,5.50%
2058,3,3,2,3,1,3,1,1.95%,5.50%
2059,3,3,2,2,0,1,0,1.95%,5.50%
2060,2,2,3,3,0,5,1,1.95%,5.50%
2061,3,3,2,2,0,1,0,1.95%,5.50%
2062,2,2,2,2,1,1,0,1.95%,5.50%
2063,4,3,2,3,0,2,1,1.95%,5.50%
2064,3,3,3,3,0,4,1,1.95%,5.50%
2065,2,2,1,2,0,2,1,1.95%,5.50%
2066,2,3,3,3,0,4,1,1.95%,5.50%
2067,2,3,2,2,0,5,1,1.95%,5.50%
2068,3,2,2,2,0,5,1,1.95%,5.50%
2069,3,3,2,2,0,1,0,1.95%,5.50%
2070,3,3,3,2,0,4,1,1.95%,5.50%
2071,3,3,2,3,0,4,1,1.95%,5.50%
2072,2,3,2,3,0,1,0,1.95%,5.50%
2073,4,2,2,2,1,5,1,1.95%,5.50%
2074,3,2,3,3,0,4,1,1.95%,5.50%
2075,3,1,3,3,0,1,0,1.95%,5.50%
2076,2,2,2,2,0,3,1,1.95%,5.50%
2077,3,2,3,2,0,1,0,1.95%,5.50%
2078,2,3,3,2,0,1,0,1.95%,5.50%
2079,3,3,2,3,0,1,0,1.95%,5.50%
2080,2,3,3,2,0,2,1,1.95%,5.50%
2081,3,2,3,2,0,3,1,1.95%,5.50%
2082,3,3,3,3,1,3,1,1.95%,5.50%
2083,3,2,2,3,0,2,1,1.95%,5.50%
2084,4,3,2,3,1,1,0,1.95%,5.50%
2085,3,3,2,2,0,2,1,1.95%,5.50%
2086,2,3,2,2,0,1,0,1.95%,5.50%
2087,3,3,2,3,0,4,1,1.95%,5.50%
2088,2,3,3,2,0,4,1,1.95%,5.50%
2089,3,3,2,2,0,5,1,1.95%,5.50%
2090,3,3,2,3,0,2,1,1.95%,5.50%
2091,2,3,2,3,0,1,0,1.95%,5.50%
2092,3,2,2,3,0,1,0,1.95%,5.50%
2093,3,3,2,2,0,3,1,1.95%,5.50%
2094,3,3,2,3,0,1,0,1.95%,5.50%
2095,1,2,1,3,0,1,0,1.95%,5.50%
2096,3,3,2,2,0,3,1,1.95%,5.50%
2097,3,3,2,2,0,3,1,1.95%,5.50%
2098,3,3,1,3,0,5,1,1.95%,5.50%
2099,1,2,1,2,0,5,1,1.95%,5.50%
2100,2,3,3,2,0,5,1,1.95%,5.50%
2101,1,2,3,3,0,2,1,1.95%,5.50%
2102,3,3,2,2,0,1,0,1.95%,5.50%
2103,2,2,2,2,0,3,1,1.95%,5.50%
2104,2,3,2,3,0,1,0,1.95%,5.50%
2105,3,3,2,3,0,4,1,1.95%,5.50%
2106,3,3,2,2,0,2,1,1.95%,5.50%
2107,3,2,2,2,0,2,1,1.95%,5.50%
2108,1,3,2,2,1,5,1,1.95%,5.50%
2109,3,1,3,3,0,4,1,1.95%,5.50%
2110,3,3,2,2,0,3,1,1.95%,5.50%
2111,2,3,2,3,0,4,1,1.95%,5.50%
2112,2,3,3,2,0,2,1,1.95%,5.50%
2113,3,2,3,3,0,4,1,1.95%,5.50%
2114,2,1,3,2,0,4,1,1.95%,5.50%
2115,1,2,3,3,0,2,1,1.95%,5.50%
2116,4,2,3,2,0,2,1,1.95%,5.50%
2117,1,3,3,3,0,3,1,1.95%,5.50%
2118,3,3,2,3,0,1,0,1.95%,5.50%
2119,3,3,2,1,0,2,1,1.95%,5.50%
2120,1,3,2,2,0,2,1,1.95%,5.50%
2121,3,3,2,2,0,2,1,1.95%,5.50%
2122,1,3,3,2,0,4,1,1.95%,5.50%
2123,3,3,2,3,0,1,0,1.95%,5.50%
2124,3,3,3,3,0,4,1,1.95%,5.50%
2125,3,3,3,3,0,3,1,1.95%,5.50%
2126,1,2,3,2,0,2,1,1.95%,5.50%
2127,3,2,3,2,0,1,0,1.95%,5.50%
2128,3,3,1,2,0,1,0,1.95%,5.50%
2129,2,2,2,3,0,4,1,1.95%,5.50%
2130,3,1,2,2,0,2,1,1.95%,5.50%
2131,2,2,2,3,0,5,1,1.95%,5.50%
2132,3,2,2,2,0,5,1,1.95%,5.50%
2133,3,3,3,3,0,3,1,1.95%,5.50%
2134,4,2,2,2,0,4,1,1.95%,5.50%
2135,3,3,3,3,1,5,1,1.95%,5.50%
2136,3,3,3,3,0,2,1,1.95%,5.50%
2137,3,3,3,3,0,4,1,1.95%,5.50%
2138,3,3,3,3,0,4,1,1.95%,5.50%
2139,2,3,1,3,0,2,1,1.95%,5.50%
2140,2,3,3,3,1,5,1,1.95%,5.50%
2141,3,2,2,3,0,5,1,1.95%,5.50%
2142,3,3,3,2,0,4,1,1.95%,5.50%
2143,3,3,2,2,1,1,0,1.95%,5.50%
2144,3,3,3,2,0,5,1,1.95%,5.50%
2145,3,3,3,3,1,4,1,1.95%,5.50%
2146,1,3,3,3,0,2,1,1.95%,5.50%
2147,1,3,3,3,0,3,1,1.95%,5.50%
2148,3,3,2,2,0,3,1,1.95%,5.50%
2149,3,3,2,2,0,1,0,1.95%,5.50%
2150,2,3,3,2,0,4,1,1.95%,5.50%
2151,4,2,3,3,0,3,1,1.95%,5.50%
2152,3,3,2,3,1,3,1,1.95%,5.50%
2153,3,2,3,3,0,5,1,1.95%,5.50%
2154,3,2,2,2,0,3,1,1.95%,5.50%
2155,2,3,2,3,0,3,1,1.95%,5.50%
2156,1,2,2,2,0,2,1,1.95%,5.50%
2157,1,3,3,2,0,5,1,1.95%,5.50%
2158,3,3,2,2,1,1,0,1.95%,5.50%
